日期,close
2025-03-06,1.0
2025-03-07,0.9992
2025-03-13,0.9904
2025-03-14,0.9975
2025-03-17,0.9981
2025-03-18,1.0043
2025-03-19,0.9864
2025-03-20,0.9842
2025-03-21,0.965
2025-03-24,0.9517
2025-03-25,0.944
2025-03-26,0.9446
2025-03-27,0.9422
2025-03-28,0.9308
2025-03-31,0.9275
2025-04-01,0.934
2025-04-02,0.9398
2025-04-03,0.9239
2025-04-07,0.8065
2025-04-08,0.8136
2025-04-09,0.8461
2025-04-10,0.8613
2025-04-11,0.8803
2025-04-14,0.8819
2025-04-15,0.8739
2025-04-16,0.8663
2025-04-17,0.8628
2025-04-18,0.8719
2025-04-21,0.8813
2025-04-22,0.8719
2025-04-23,0.8816
2025-04-24,0.8703
2025-04-25,0.8742
2025-04-28,0.8628
2025-04-29,0.868
2025-04-30,0.8777
2025-05-06,0.9053
2025-05-07,0.914
2025-05-08,0.9391
2025-05-09,0.932
2025-05-12,0.9557
2025-05-13,0.9392
2025-05-14,0.94
2025-05-15,0.9215
2025-05-16,0.9231
2025-05-19,0.9248
2025-05-20,0.927
2025-05-21,0.927
2025-05-22,0.923
2025-05-23,0.9093
2025-05-26,0.919
2025-05-27,0.9218
2025-05-28,0.9216
2025-05-29,0.9424
2025-05-30,0.9382
2025-06-03,0.9385
2025-06-04,0.9457
2025-06-05,0.9668
2025-06-06,0.9676
2025-06-09,0.9779
2025-06-10,0.9673
2025-06-11,0.9625
2025-06-12,0.9645
2025-06-13,0.9588
2025-06-16,0.9674
2025-06-17,0.97
2025-06-18,0.9757
2025-06-19,0.9634
2025-06-20,0.9508
2025-06-23,0.964
2025-06-24,0.9781
2025-06-25,1.0004
2025-06-26,0.9967
2025-06-27,1.0033
2025-06-30,1.0308
2025-07-01,1.0261
2025-07-02,1.0056
2025-07-03,1.0193
2025-07-04,1.0029
2025-07-07,0.9974
2025-07-08,1.0112
2025-07-09,1.0011
2025-07-10,0.9978
2025-07-11,0.9999
2025-07-14,0.9953
2025-07-15,0.9917
2025-07-16,0.9937
2025-07-17,1.0102
2025-07-18,1.0069
2025-07-21,1.0072
2025-07-22,1.0043
2025-07-23,1.0004
2025-07-24,1.0141
2025-07-25,1.0132
2025-07-28,1.026
2025-07-29,1.0375
2025-07-30,1.0297
2025-07-31,1.0238
2025-08-01,1.0186
2025-08-04,1.0515
2025-08-05,1.0671
2025-08-06,1.0855
2025-08-07,1.0913
2025-08-08,1.0947
2025-08-11,1.1048
2025-08-12,1.0952
2025-08-13,1.1076
2025-08-14,1.0815
2025-08-15,1.1011
2025-08-18,1.1188
2025-08-19,1.1181
2025-08-20,1.134
2025-08-21,1.1216
2025-08-22,1.1518
2025-08-25,1.1915
2025-08-26,1.1972
2025-08-27,1.1789
2025-08-28,1.2367
2025-08-29,1.2337
2025-09-01,1.2244
2025-09-02,1.172
2025-09-03,1.132
2025-09-04,1.0855
2025-09-05,1.1113
2025-09-08,1.1417
2025-09-09,1.1149
2025-09-10,1.1276
2025-09-11,1.1606
2025-09-12,1.1585
2025-09-15,1.1474
2025-09-16,1.1647
2025-09-17,1.171
2025-09-18,1.164
2025-09-19,1.159
2025-09-22,1.1718
2025-09-23,1.1598
2025-09-24,1.1791
2025-09-25,1.1828
2025-09-26,1.1653
2025-09-29,1.1697
2025-09-30,1.1935
2025-10-09,1.2118
2025-10-10,1.1809
2025-10-13,1.1944
2025-10-14,1.1631
2025-10-15,1.1814
2025-10-16,1.1617
2025-10-17,1.1169
2025-10-20,1.1353
2025-10-21,1.1498
2025-10-22,1.1358
2025-10-23,1.1268
2025-10-24,1.1655
2025-10-27,1.1901
2025-10-28,1.1969
2025-10-29,1.208
2025-10-30,1.2037
2025-10-31,1.1817
2025-11-03,1.1957
2025-11-04,1.1689
2025-11-05,1.1633
2025-11-06,1.1746
2025-11-07,1.1852
2025-11-10,1.1882
2025-11-11,1.1724
2025-11-12,1.1793
2025-11-13,1.1869
2025-11-14,1.1651
2025-11-17,1.177
2025-11-18,1.1593
2025-11-19,1.153
2025-11-20,1.1501
2025-11-21,1.1079
2025-11-24,1.1498
2025-11-25,1.1676
2025-11-26,1.1581
2025-11-27,1.1648
2025-11-28,1.1955
2025-12-01,1.2297
2025-12-02,1.2299
2025-12-03,1.2088
2025-12-04,1.2374
2025-12-05,1.287
2025-12-08,1.3055
2025-12-09,1.3103
2025-12-10,1.3204
2025-12-11,1.3331
2025-12-12,1.3505
2025-12-15,1.3771
2025-12-16,1.3698
2025-12-17,1.3615
2025-12-18,1.401
2025-12-19,1.422
2025-12-22,1.4273
2025-12-23,1.3703
2025-12-24,1.438
2025-12-25,1.5366
2025-12-26,1.5825
2025-12-29,1.602
2025-12-30,1.5936
2025-12-31,1.6779
2026-01-06,1.7866
2026-01-07,1.7733
2026-01-08,1.8755
2026-01-09,1.9934
2026-01-12,2.2002
2026-01-13,2.1067
2026-01-14,2.1259
2026-01-15,1.9824
2026-01-16,1.9785
2026-01-19,1.9813
2026-01-20,1.8965
2026-01-21,1.8739
2026-01-22,1.9374
2026-01-23,2.1275
2026-01-26,1.9846
2026-01-27,1.9997
2026-01-28,1.9701
2026-01-29,1.9269
2026-01-30,1.8927
2026-02-02,1.8532
2026-02-03,1.9444
2026-02-04,1.902
2026-02-05,1.8627
2026-02-06,1.8354
2026-02-09,1.8839
2026-02-10,1.848
2026-02-11,1.8199
2026-02-12,1.8137
2026-02-13,1.796
2026-02-24,1.782
2026-02-25,1.8321
2026-02-26,1.8594
2026-02-27,1.8814
2026-03-02,1.9319
2026-03-03,1.7656
2026-03-04,1.7792
2026-03-05,1.8094
2026-03-06,1.8055
2026-03-09,1.783
2026-03-10,1.8205
2026-03-11,1.7857
2026-03-12,1.7501
2026-03-13,1.6941
2026-03-16,1.691
2026-03-17,1.6397
2026-03-18,1.7167
2026-03-19,1.6864
2026-03-20,1.6516
2026-03-23,1.5713
2026-03-24,1.5924
2026-03-25,1.6113
2026-03-26,1.5959
2026-03-27,1.5962
2026-03-30,1.6373
2026-03-31,1.6328
2026-04-01,1.6313
